,id,questionnaire,code,text,latent_variable,answers,participant,created,given_answer,reverse_coded,personal_goal,goal
2253,11392,big_five,ehrlich4,Ich habe schon mal über andere gelästert oder schlecht über sie gedacht.,,"trifft nicht zu,trifft eher nicht zu,trifft eher zu,trifft zu",415,2021-08-23 12:29:17,trifft zu,0,,
2254,11391,big_five,ehrlich3,"Ich habe schon mal Dinge weitererzählt, die ich besser für mich behalten hätte.",,"trifft nicht zu,trifft eher nicht zu,trifft eher zu,trifft zu",415,2021-08-23 12:29:17,trifft zu,0,,
2255,11390,big_five,ehrlich2,"Im privaten Bereich habe ich schon mal Dinge gemacht, die besser nicht an die Öffentlichkeit kommen sollten.",,"trifft nicht zu,trifft eher nicht zu,trifft eher zu,trifft zu",415,2021-08-23 12:29:17,trifft zu,0,,
2256,11389,big_five,ehrlich1,Ich habe schon mal etwas unterschlagen oder nicht gleich zurückgegeben.,,"trifft nicht zu,trifft eher nicht zu,trifft eher zu,trifft zu",415,2021-08-23 12:29:17,trifft eher nicht zu,0,,
2257,11388,big_five,sicher6,"Am glücklichsten bin ich dann, wenn ich mich geborgen fühle.",,"trifft nicht zu,trifft eher nicht zu,trifft eher zu,trifft zu",415,2021-08-23 12:29:17,trifft zu,0,,
2258,11387,big_five,sicher5,Ich träume oft von einem ruhigen Leben ohne böse Überraschungen.,,"trifft nicht zu,trifft eher nicht zu,trifft eher zu,trifft zu",415,2021-08-23 12:29:17,trifft nicht zu,0,,
2259,11386,big_five,sicher4,Tief in meinem Innersten gibt es eine Sehnsucht nach Ruhe und Geborgenheit.,,"trifft nicht zu,trifft eher nicht zu,trifft eher zu,trifft zu",415,2021-08-23 12:29:17,trifft nicht zu,0,,
2260,11385,big_five,sicher3,Für ein sicheres Leben ohne böse Überraschungen würde ich auf vieles verzichten.,,"trifft nicht zu,trifft eher nicht zu,trifft eher zu,trifft zu",415,2021-08-23 12:29:17,trifft eher nicht zu,0,,
2261,11384,big_five,sicher2,"Wenn ich die Wahl hätte, würde ich ein Leben in Sicherheit und Frieden wählen.",,"trifft nicht zu,trifft eher nicht zu,trifft eher zu,trifft zu",415,2021-08-23 12:29:17,trifft eher nicht zu,0,,
2262,11383,big_five,sicher1,Ich habe schon immer ein starkes Bedürfnis nach Sicherheit und Ruhe verspürt.,,"trifft nicht zu,trifft eher nicht zu,trifft eher zu,trifft zu",415,2021-08-23 12:29:17,trifft nicht zu,0,,
2263,11382,big_five,macht6,"Ich kann Menschen verstehen, die sagen, dass andere Dinge wichtiger sind als Einfluss und Politik.",,"trifft nicht zu,trifft eher nicht zu,trifft eher zu,trifft zu",415,2021-08-23 12:29:17,trifft zu,0,,
2264,11381,big_five,macht5,"Am glücklichsten bin ich dann, wenn ich Verantwortung übernehmen kann und wichtige Entscheidungen treffen darf.",,"trifft nicht zu,trifft eher nicht zu,trifft eher zu,trifft zu",415,2021-08-23 12:29:17,trifft zu,0,,
2265,11380,big_five,macht4,Für mehr Einfluss würde ich auf vieles verzichten.,,"trifft nicht zu,trifft eher nicht zu,trifft eher zu,trifft zu",415,2021-08-23 12:29:17,trifft eher zu,0,,
2266,11379,big_five,macht3,Tief in meinem Innersten gibt es eine Sehnsucht nach Einfluss und Macht.,,"trifft nicht zu,trifft eher nicht zu,trifft eher zu,trifft zu",415,2021-08-23 12:29:17,trifft zu,0,,
2267,11378,big_five,macht2,"Wenn ich die Wahl hätte, würde ich in meinem Leben gerne weltbewegende Entscheidungen treffen.",,"trifft nicht zu,trifft eher nicht zu,trifft eher zu,trifft zu",415,2021-08-23 12:29:17,trifft eher zu,0,,
2268,11377,big_five,macht1,"Ich träume oft davon, wichtige Entscheidungen für Politiker oder andere mächtige Menschen zu treffen.",,"trifft nicht zu,trifft eher nicht zu,trifft eher zu,trifft zu",415,2021-08-23 12:29:17,trifft eher nicht zu,0,,
2269,11376,big_five,leistung6,"Ich träume oft davon, berühmt zu sein.",,"trifft nicht zu,trifft eher nicht zu,trifft eher zu,trifft zu",415,2021-08-23 12:29:17,trifft eher nicht zu,0,,
2270,11375,big_five,leistung5,Tief in meinem Innersten gibt es eine Sehnsucht danach der Beste sein zu wollen.,,"trifft nicht zu,trifft eher nicht zu,trifft eher zu,trifft zu",415,2021-08-23 12:29:17,trifft zu,0,,
2271,11374,big_five,leistung4,"Am glücklichsten bin ich dann, wenn viele Menschen mich bewundern und das toll finden, was ich mache.",,"trifft nicht zu,trifft eher nicht zu,trifft eher zu,trifft zu",415,2021-08-23 12:29:17,trifft zu,0,,
2272,11373,big_five,leistung3,Für mehr Anerkennung würde ich auf vieles verzichten.,,"trifft nicht zu,trifft eher nicht zu,trifft eher zu,trifft zu",415,2021-08-23 12:29:17,trifft eher zu,0,,
2273,11372,big_five,leistung2,Ich habe schon immer ein starkes Bedürfnis nach Anerkennung und Bewunderung verspürt.,,"trifft nicht zu,trifft eher nicht zu,trifft eher zu,trifft zu",415,2021-08-23 12:29:17,trifft eher zu,0,,
2274,11371,big_five,leistung1,Ich habe schon immer ein starkes Bedürfnis verspürt nach meinen eigenen Maßstäben der Beste zu sein.,,"trifft nicht zu,trifft eher nicht zu,trifft eher zu,trifft zu",415,2021-08-23 12:29:17,trifft zu,0,,
2275,11370,big_five,vertrag10,"Ich komme immer gut mit anderen aus, auch wenn sie nicht meiner Meinung sind.",,"trifft nicht zu,trifft eher nicht zu,trifft eher zu,trifft zu",415,2021-08-23 12:29:17,trifft eher nicht zu,0,,
2276,11369,big_five,vertrag9,Ich kann mich gut in andere Menschen hinein versetzen.,,"trifft nicht zu,trifft eher nicht zu,trifft eher zu,trifft zu",415,2021-08-23 12:29:17,trifft eher zu,0,,
2277,11368,big_five,vertrag8,"Es fällt mir sehr leicht, meine Bedürfnisse für andere zurückzustellen.",,"trifft nicht zu,trifft eher nicht zu,trifft eher zu,trifft zu",415,2021-08-23 12:29:17,trifft nicht zu,0,,
2278,11367,big_five,vertrag7,Ich würde meine schlechte Laune nie an anderen auslassen.,,"trifft nicht zu,trifft eher nicht zu,trifft eher zu,trifft zu",415,2021-08-23 12:29:17,trifft nicht zu,0,,
2279,11366,big_five,vertrag6,"Wenn mir jemand hilft, erweise ich mich immer als dankbar.",,"trifft nicht zu,trifft eher nicht zu,trifft eher zu,trifft zu",415,2021-08-23 12:29:17,trifft eher nicht zu,0,,
2280,11365,big_five,vertrag5,Ich bin ein Egoist.,,"trifft nicht zu,trifft eher nicht zu,trifft eher zu,trifft zu",415,2021-08-23 12:29:17,trifft eher zu,0,,
2281,11364,big_five,vertrag4,Ich habe immer wieder Streit mit anderen.,,"trifft nicht zu,trifft eher nicht zu,trifft eher zu,trifft zu",415,2021-08-23 12:29:17,trifft eher zu,0,,
2282,11363,big_five,vertrag3,"Ich helfe anderen, auch wenn man mir es nicht dankt.",,"trifft nicht zu,trifft eher nicht zu,trifft eher zu,trifft zu",415,2021-08-23 12:29:17,trifft eher nicht zu,0,,
2283,11362,big_five,vertrag2,Ich bin ein höflicher Mensch.,,"trifft nicht zu,trifft eher nicht zu,trifft eher zu,trifft zu",415,2021-08-23 12:29:17,trifft eher nicht zu,0,,
2284,11361,big_five,vertrag1,"Ich achte darauf, immer freundlich zu sein.",,"trifft nicht zu,trifft eher nicht zu,trifft eher zu,trifft zu",415,2021-08-23 12:29:17,trifft eher nicht zu,0,,
2285,11360,big_five,offen10,Ich habe viele Ideen und viel Fantasie.,,"trifft nicht zu,trifft eher nicht zu,trifft eher zu,trifft zu",415,2021-08-23 12:29:17,trifft eher zu,0,,
2286,11359,big_five,offen9,"Ich lese viel über wissenschaftliche Themen, neue Entdeckungen oder historische Begebenheiten.",,"trifft nicht zu,trifft eher nicht zu,trifft eher zu,trifft zu",415,2021-08-23 12:29:17,trifft zu,0,,
2287,11358,big_five,offen8,Ich interessiere mich sehr für philosophische Fragen.,,"trifft nicht zu,trifft eher nicht zu,trifft eher zu,trifft zu",415,2021-08-23 12:29:17,trifft zu,0,,
2288,11357,big_five,offen7,"Ich beschäftige mich viel mit Kunst, Musik und Literatur.",,"trifft nicht zu,trifft eher nicht zu,trifft eher zu,trifft zu",415,2021-08-23 12:29:17,trifft eher zu,0,,
2289,11356,big_five,offen6,Ich lerne immer wieder gerne neue Dinge.,,"trifft nicht zu,trifft eher nicht zu,trifft eher zu,trifft zu",415,2021-08-23 12:29:17,trifft zu,0,,
2290,11355,big_five,offen5,Ich diskutiere gerne.,,"trifft nicht zu,trifft eher nicht zu,trifft eher zu,trifft zu",415,2021-08-23 12:29:17,trifft zu,0,,
2291,11354,big_five,offen4,"Am liebsten ist es mir, wenn alles so bleibt, wie es ist.",,"trifft nicht zu,trifft eher nicht zu,trifft eher zu,trifft zu",415,2021-08-23 12:29:17,trifft nicht zu,0,,
2292,11353,big_five,offen3,"Ich reise viel, um andere Kulturen kennenzulernen.",,"trifft nicht zu,trifft eher nicht zu,trifft eher zu,trifft zu",415,2021-08-23 12:29:17,trifft eher nicht zu,0,,
2293,11352,big_five,offen2,Ich bin ein neugieriger Mensch.,,"trifft nicht zu,trifft eher nicht zu,trifft eher zu,trifft zu",415,2021-08-23 12:29:17,trifft zu,0,,
2294,11351,big_five,offen1,Ich will immer neue Dinge ausprobieren.,,"trifft nicht zu,trifft eher nicht zu,trifft eher zu,trifft zu",415,2021-08-23 12:29:17,trifft zu,0,,
2295,11350,big_five,gewissen10,Ich mache eigentlich nie Flüchtigkeitsfehler.,,"trifft nicht zu,trifft eher nicht zu,trifft eher zu,trifft zu",415,2021-08-23 12:29:17,trifft nicht zu,0,,
2296,11349,big_five,gewissen9,"Wenn ich mich einmal entschieden habe, dann weiche ich davon auch nicht mehr ab.",,"trifft nicht zu,trifft eher nicht zu,trifft eher zu,trifft zu",415,2021-08-23 12:29:17,trifft zu,0,,
2297,11348,big_five,gewissen8,"Ich achte sehr darauf, dass Regeln eingehalten werden.",,"trifft nicht zu,trifft eher nicht zu,trifft eher zu,trifft zu",415,2021-08-23 12:29:17,trifft eher nicht zu,0,,
2298,11347,big_five,gewissen7,Auch kleine Schlampereien stören mich.,,"trifft nicht zu,trifft eher nicht zu,trifft eher zu,trifft zu",415,2021-08-23 12:29:17,trifft nicht zu,0,,
2299,11346,big_five,gewissen6,Auch kleine Bußgelder sind mir sehr unangenehm.,,"trifft nicht zu,trifft eher nicht zu,trifft eher zu,trifft zu",415,2021-08-23 12:29:17,trifft nicht zu,0,,
2300,11345,big_five,gewissen5,Ich habe meine festen Prinzipien und halte daran auch fest.,,"trifft nicht zu,trifft eher nicht zu,trifft eher zu,trifft zu",415,2021-08-23 12:29:17,trifft nicht zu,0,,
2301,11344,big_five,gewissen4,Ich gehe immer planvoll vor.,,"trifft nicht zu,trifft eher nicht zu,trifft eher zu,trifft zu",415,2021-08-23 12:29:17,trifft eher nicht zu,0,,
2302,11343,big_five,gewissen3,Ich war schon als Kind sehr ordentlich.,,"trifft nicht zu,trifft eher nicht zu,trifft eher zu,trifft zu",415,2021-08-23 12:29:17,trifft nicht zu,0,,
2303,11342,big_five,gewissen2,Meine Aufgaben erledige ich immer sehr genau.,,"trifft nicht zu,trifft eher nicht zu,trifft eher zu,trifft zu",415,2021-08-23 12:29:17,trifft eher nicht zu,0,,
2304,11341,big_five,gewissen1,Ich bin sehr pflichtbewusst.,,"trifft nicht zu,trifft eher nicht zu,trifft eher zu,trifft zu",415,2021-08-23 12:29:17,trifft eher nicht zu,0,,
2305,11340,big_five,extra10,Ich bin sehr kontaktfreudig.,,"trifft nicht zu,trifft eher nicht zu,trifft eher zu,trifft zu",415,2021-08-23 12:29:17,trifft zu,0,,
2306,11339,big_five,extra9,Ich bin ein gesprächiger und kommunikativer Mensch.,,"trifft nicht zu,trifft eher nicht zu,trifft eher zu,trifft zu",415,2021-08-23 12:29:17,trifft eher zu,0,,
2307,11338,big_five,extra8,Ich bin in vielen Vereinen aktiv.,,"trifft nicht zu,trifft eher nicht zu,trifft eher zu,trifft zu",415,2021-08-23 12:29:17,trifft nicht zu,0,,
2308,11337,big_five,extra7,Ich gehe gerne auf Partys.,,"trifft nicht zu,trifft eher nicht zu,trifft eher zu,trifft zu",415,2021-08-23 12:29:17,trifft eher zu,0,,
2309,11336,big_five,extra6,Ich bin ein Einzelgänger.,,"trifft nicht zu,trifft eher nicht zu,trifft eher zu,trifft zu",415,2021-08-23 12:29:17,trifft zu,0,,
2310,11335,big_five,extra5,Im Grunde bin ich oft lieber für mich allein.,,"trifft nicht zu,trifft eher nicht zu,trifft eher zu,trifft zu",415,2021-08-23 12:29:17,trifft eher nicht zu,0,,
2311,11334,big_five,extra4,Ich stehe gerne im Mittelpunkt.,,"trifft nicht zu,trifft eher nicht zu,trifft eher zu,trifft zu",415,2021-08-23 12:29:17,trifft zu,0,,
2312,11333,big_five,extra3,Ich bin unternehmungslustig.,,"trifft nicht zu,trifft eher nicht zu,trifft eher zu,trifft zu",415,2021-08-23 12:29:17,trifft eher zu,0,,
2313,11332,big_five,extra2,Ich kann schnell gute Stimmung verbreiten.,,"trifft nicht zu,trifft eher nicht zu,trifft eher zu,trifft zu",415,2021-08-23 12:29:17,trifft eher zu,0,,
2314,11331,big_five,extra1,Ich bin gerne mit anderen Menschen zusammen.,,"trifft nicht zu,trifft eher nicht zu,trifft eher zu,trifft zu",415,2021-08-23 12:29:17,trifft eher zu,0,,
2315,11330,big_five,neuro10,Ich bin mir in meinen Entscheidungen oft unsicher.,,"trifft nicht zu,trifft eher nicht zu,trifft eher zu,trifft zu",415,2021-08-23 12:29:17,trifft eher nicht zu,0,,
2316,11329,big_five,neuro9,Oft werde ich von meinen Gefühlen hin-und her gerissen.,,"trifft nicht zu,trifft eher nicht zu,trifft eher zu,trifft zu",415,2021-08-23 12:29:17,trifft zu,0,,
2317,11328,big_five,neuro8,Ich bin oft nervös.,,"trifft nicht zu,trifft eher nicht zu,trifft eher zu,trifft zu",415,2021-08-23 12:29:17,trifft zu,0,,
2318,11327,big_five,neuro7,Ich bin oft ohne Grund traurig.,,"trifft nicht zu,trifft eher nicht zu,trifft eher zu,trifft zu",415,2021-08-23 12:29:17,trifft eher zu,0,,
2319,11326,big_five,neuro6,Oft überwältigen mich meine Gefühle.,,"trifft nicht zu,trifft eher nicht zu,trifft eher zu,trifft zu",415,2021-08-23 12:29:17,trifft eher nicht zu,0,,
2320,11325,big_five,neuro5,Ich grübele viel über meine Zukunft nach.,,"trifft nicht zu,trifft eher nicht zu,trifft eher zu,trifft zu",415,2021-08-23 12:29:17,trifft zu,0,,
2321,11324,big_five,neuro4,Ich mache mir oft unnütze Sorgen.,,"trifft nicht zu,trifft eher nicht zu,trifft eher zu,trifft zu",415,2021-08-23 12:29:17,trifft eher nicht zu,0,,
2322,11323,big_five,neuro3,Ich verspüre oft eine große innere Unruhe.,,"trifft nicht zu,trifft eher nicht zu,trifft eher zu,trifft zu",415,2021-08-23 12:29:17,trifft zu,0,,
2323,11322,big_five,neuro2,Ich fühle mich oft unsicher.,,"trifft nicht zu,trifft eher nicht zu,trifft eher zu,trifft zu",415,2021-08-23 12:29:17,trifft nicht zu,0,,
2324,11321,big_five,neuro1,Ich bin ein ängstlicher Typ.,,"trifft nicht zu,trifft eher nicht zu,trifft eher zu,trifft zu",415,2021-08-23 12:29:17,trifft eher nicht zu,0,,
2325,11320,sus,sus_10,"10. Ich musste eine Menge lernen, bevor ich anfangen konnte das System zu verwenden.",,"trifft nicht zu,trifft eher nicht zu,teils - teils,trifft eher zu,trifft zu",411,2021-08-23 11:11:49,trifft nicht zu,0,,
2326,11319,sus,sus_9,9. Ich fühlte mich bei der Benutzung des Systems sehr sicher.,,"trifft nicht zu,trifft eher nicht zu,teils - teils,trifft eher zu,trifft zu",411,2021-08-23 11:11:49,trifft zu,0,,
2327,11318,sus,sus_8,8. Ich empfand das System als sehr umständlich zu nutzen.,,"trifft nicht zu,trifft eher nicht zu,teils - teils,trifft eher zu,trifft zu",411,2021-08-23 11:11:49,trifft nicht zu,0,,
2328,11317,sus,sus_7,"7. Ich kann mir vorstellen, dass die meisten Menschen den Umgang mit dem System sehr schnell lernen.",,"trifft nicht zu,trifft eher nicht zu,teils - teils,trifft eher zu,trifft zu",411,2021-08-23 11:11:49,trifft eher zu,0,,
2329,11316,sus,sus_6,"6. Ich denke, das System enthielt zu viele Inkonsistenzen.",,"trifft nicht zu,trifft eher nicht zu,teils - teils,trifft eher zu,trifft zu",411,2021-08-23 11:11:49,trifft nicht zu,0,,
2330,11315,sus,sus_5,"5. Ich fand, die verschiedenen Funktionen waren in dem System gut integriert.",,"trifft nicht zu,trifft eher nicht zu,teils - teils,trifft eher zu,trifft zu",411,2021-08-23 11:11:49,teils - teils,0,,
2331,11314,sus,sus_4,"4. Ich glaube, ich würde die Hilfe einer technisch versierten Person benötigen, um das System benutzen zu können.",,"trifft nicht zu,trifft eher nicht zu,teils - teils,trifft eher zu,trifft zu",411,2021-08-23 11:11:49,trifft nicht zu,0,,
2332,11313,sus,sus_3,3. Ich empfand das System als einfach zu benutzen.,,"trifft nicht zu,trifft eher nicht zu,teils - teils,trifft eher zu,trifft zu",411,2021-08-23 11:11:49,trifft eher zu,0,,
2333,11312,sus,sus_2,2. Ich empfand das System als unnötig komplex.,,"trifft nicht zu,trifft eher nicht zu,teils - teils,trifft eher zu,trifft zu",411,2021-08-23 11:11:49,trifft eher nicht zu,0,,
2334,11311,sus,sus_1,"1. Ich denke, dass ich das System gerne benutzen würde.",,"trifft nicht zu,trifft eher nicht zu,teils - teils,trifft eher zu,trifft zu",411,2021-08-23 11:11:49,teils - teils,0,,
2335,11310,complexity_assessment_4,complexity_assessment_4_4,Die Visualisierung erscheint mir intuitiv.,,"trifft überhaupt nicht zu,trifft nicht zu,trifft eher nicht zu,teils-teils,trifft eher zu,trifft zu,trifft vollkommen zu",411,2021-08-23 11:01:20,teils-teils,0,,
2336,11309,complexity_assessment_4,complexity_assessment_4_3,Die Visualisierung ist überfordernd.,,"trifft überhaupt nicht zu,trifft nicht zu,trifft eher nicht zu,teils-teils,trifft eher zu,trifft zu,trifft vollkommen zu",411,2021-08-23 11:01:20,trifft nicht zu,0,,
2337,11308,complexity_assessment_4,complexity_assessment_4_2,"Die Visualisierung hat eine logische Struktur, der leicht zu folgen ist.",,"trifft überhaupt nicht zu,trifft nicht zu,trifft eher nicht zu,teils-teils,trifft eher zu,trifft zu,trifft vollkommen zu",411,2021-08-23 11:01:20,trifft eher zu,0,,
2338,11307,complexity_assessment_4,complexity_assessment_4_1,Die Visualisierung kann als komplex beschrieben werden.,,"trifft überhaupt nicht zu,trifft nicht zu,trifft eher nicht zu,teils-teils,trifft eher zu,trifft zu,trifft vollkommen zu",411,2021-08-23 11:01:20,teils-teils,0,,
2339,11306,complexity_assessment_3,complexity_assessment_3_4,Die Visualisierung erscheint mir intuitiv.,,"trifft überhaupt nicht zu,trifft nicht zu,trifft eher nicht zu,teils-teils,trifft eher zu,trifft zu,trifft vollkommen zu",411,2021-08-23 11:00:52,trifft nicht zu,0,,
2340,11305,complexity_assessment_3,complexity_assessment_3_3,Die Visualisierung ist überfordernd.,,"trifft überhaupt nicht zu,trifft nicht zu,trifft eher nicht zu,teils-teils,trifft eher zu,trifft zu,trifft vollkommen zu",411,2021-08-23 11:00:52,teils-teils,0,,
2341,11304,complexity_assessment_3,complexity_assessment_3_2,"Die Visualisierung hat eine logische Struktur, der leicht zu folgen ist.",,"trifft überhaupt nicht zu,trifft nicht zu,trifft eher nicht zu,teils-teils,trifft eher zu,trifft zu,trifft vollkommen zu",411,2021-08-23 11:00:52,trifft nicht zu,0,,
2342,11303,complexity_assessment_3,complexity_assessment_3_1,Die Visualisierung kann als komplex beschrieben werden.,,"trifft überhaupt nicht zu,trifft nicht zu,trifft eher nicht zu,teils-teils,trifft eher zu,trifft zu,trifft vollkommen zu",411,2021-08-23 11:00:52,teils-teils,0,,
2343,11302,complexity_assessment_2,complexity_assessment_2_4,Die Visualisierung erscheint mir intuitiv.,,"trifft überhaupt nicht zu,trifft nicht zu,trifft eher nicht zu,teils-teils,trifft eher zu,trifft zu,trifft vollkommen zu",411,2021-08-23 11:00:33,trifft eher zu,0,,
2344,11301,complexity_assessment_2,complexity_assessment_2_3,Die Visualisierung ist überfordernd.,,"trifft überhaupt nicht zu,trifft nicht zu,trifft eher nicht zu,teils-teils,trifft eher zu,trifft zu,trifft vollkommen zu",411,2021-08-23 11:00:33,trifft nicht zu,0,,
2345,11300,complexity_assessment_2,complexity_assessment_2_2,"Die Visualisierung hat eine logische Struktur, der leicht zu folgen ist.",,"trifft überhaupt nicht zu,trifft nicht zu,trifft eher nicht zu,teils-teils,trifft eher zu,trifft zu,trifft vollkommen zu",411,2021-08-23 11:00:33,trifft eher zu,0,,
2346,11299,complexity_assessment_2,complexity_assessment_2_1,Die Visualisierung kann als komplex beschrieben werden.,,"trifft überhaupt nicht zu,trifft nicht zu,trifft eher nicht zu,teils-teils,trifft eher zu,trifft zu,trifft vollkommen zu",411,2021-08-23 11:00:33,trifft eher nicht zu,0,,
2347,11298,complexity_assessment_1,complexity_assessment_1_4,Die Visualisierung erscheint mir intuitiv.,,"trifft überhaupt nicht zu,trifft nicht zu,trifft eher nicht zu,teils-teils,trifft eher zu,trifft zu,trifft vollkommen zu",411,2021-08-23 11:00:01,trifft überhaupt nicht zu,0,,
2348,11297,complexity_assessment_1,complexity_assessment_1_3,Die Visualisierung ist überfordernd.,,"trifft überhaupt nicht zu,trifft nicht zu,trifft eher nicht zu,teils-teils,trifft eher zu,trifft zu,trifft vollkommen zu",411,2021-08-23 11:00:01,trifft zu,0,,
2349,11296,complexity_assessment_1,complexity_assessment_1_2,"Die Visualisierung hat eine logische Struktur, der leicht zu folgen ist.",,"trifft überhaupt nicht zu,trifft nicht zu,trifft eher nicht zu,teils-teils,trifft eher zu,trifft zu,trifft vollkommen zu",411,2021-08-23 11:00:01,trifft überhaupt nicht zu,0,,
2350,11295,complexity_assessment_1,complexity_assessment_1_1,Die Visualisierung kann als komplex beschrieben werden.,,"trifft überhaupt nicht zu,trifft nicht zu,trifft eher nicht zu,teils-teils,trifft eher zu,trifft zu,trifft vollkommen zu",411,2021-08-23 11:00:01,trifft eher zu,0,,
2351,11294,big_five,ehrlich4,Ich habe schon mal über andere gelästert oder schlecht über sie gedacht.,,"trifft nicht zu,trifft eher nicht zu,trifft eher zu,trifft zu",411,2021-08-23 10:59:18,trifft eher zu,0,,
2352,11293,big_five,ehrlich3,"Ich habe schon mal Dinge weitererzählt, die ich besser für mich behalten hätte.",,"trifft nicht zu,trifft eher nicht zu,trifft eher zu,trifft zu",411,2021-08-23 10:59:18,trifft eher nicht zu,0,,
2353,11292,big_five,ehrlich2,"Im privaten Bereich habe ich schon mal Dinge gemacht, die besser nicht an die Öffentlichkeit kommen sollten.",,"trifft nicht zu,trifft eher nicht zu,trifft eher zu,trifft zu",411,2021-08-23 10:59:18,trifft eher zu,0,,
2354,11291,big_five,ehrlich1,Ich habe schon mal etwas unterschlagen oder nicht gleich zurückgegeben.,,"trifft nicht zu,trifft eher nicht zu,trifft eher zu,trifft zu",411,2021-08-23 10:59:18,trifft eher nicht zu,0,,
2355,11290,big_five,sicher6,"Am glücklichsten bin ich dann, wenn ich mich geborgen fühle.",,"trifft nicht zu,trifft eher nicht zu,trifft eher zu,trifft zu",411,2021-08-23 10:59:18,trifft eher zu,0,,
2356,11289,big_five,sicher5,Ich träume oft von einem ruhigen Leben ohne böse Überraschungen.,,"trifft nicht zu,trifft eher nicht zu,trifft eher zu,trifft zu",411,2021-08-23 10:59:18,trifft eher zu,0,,
2357,11288,big_five,sicher4,Tief in meinem Innersten gibt es eine Sehnsucht nach Ruhe und Geborgenheit.,,"trifft nicht zu,trifft eher nicht zu,trifft eher zu,trifft zu",411,2021-08-23 10:59:18,trifft eher zu,0,,
2358,11287,big_five,sicher3,Für ein sicheres Leben ohne böse Überraschungen würde ich auf vieles verzichten.,,"trifft nicht zu,trifft eher nicht zu,trifft eher zu,trifft zu",411,2021-08-23 10:59:18,trifft eher nicht zu,0,,
2359,11286,big_five,sicher2,"Wenn ich die Wahl hätte, würde ich ein Leben in Sicherheit und Frieden wählen.",,"trifft nicht zu,trifft eher nicht zu,trifft eher zu,trifft zu",411,2021-08-23 10:59:18,trifft eher zu,0,,
2360,11285,big_five,sicher1,Ich habe schon immer ein starkes Bedürfnis nach Sicherheit und Ruhe verspürt.,,"trifft nicht zu,trifft eher nicht zu,trifft eher zu,trifft zu",411,2021-08-23 10:59:18,trifft eher zu,0,,
2361,11284,big_five,macht6,"Ich kann Menschen verstehen, die sagen, dass andere Dinge wichtiger sind als Einfluss und Politik.",,"trifft nicht zu,trifft eher nicht zu,trifft eher zu,trifft zu",411,2021-08-23 10:59:18,trifft eher zu,0,,
2362,11283,big_five,macht5,"Am glücklichsten bin ich dann, wenn ich Verantwortung übernehmen kann und wichtige Entscheidungen treffen darf.",,"trifft nicht zu,trifft eher nicht zu,trifft eher zu,trifft zu",411,2021-08-23 10:59:18,trifft eher zu,0,,
2363,11282,big_five,macht4,Für mehr Einfluss würde ich auf vieles verzichten.,,"trifft nicht zu,trifft eher nicht zu,trifft eher zu,trifft zu",411,2021-08-23 10:59:18,trifft eher nicht zu,0,,
2364,11281,big_five,macht3,Tief in meinem Innersten gibt es eine Sehnsucht nach Einfluss und Macht.,,"trifft nicht zu,trifft eher nicht zu,trifft eher zu,trifft zu",411,2021-08-23 10:59:18,trifft eher zu,0,,
2365,11280,big_five,macht2,"Wenn ich die Wahl hätte, würde ich in meinem Leben gerne weltbewegende Entscheidungen treffen.",,"trifft nicht zu,trifft eher nicht zu,trifft eher zu,trifft zu",411,2021-08-23 10:59:18,trifft eher zu,0,,
2366,11279,big_five,macht1,"Ich träume oft davon, wichtige Entscheidungen für Politiker oder andere mächtige Menschen zu treffen.",,"trifft nicht zu,trifft eher nicht zu,trifft eher zu,trifft zu",411,2021-08-23 10:59:18,trifft eher nicht zu,0,,
2367,11278,big_five,leistung6,"Ich träume oft davon, berühmt zu sein.",,"trifft nicht zu,trifft eher nicht zu,trifft eher zu,trifft zu",411,2021-08-23 10:59:18,trifft eher nicht zu,0,,
2368,11277,big_five,leistung5,Tief in meinem Innersten gibt es eine Sehnsucht danach der Beste sein zu wollen.,,"trifft nicht zu,trifft eher nicht zu,trifft eher zu,trifft zu",411,2021-08-23 10:59:18,trifft zu,0,,
2369,11276,big_five,leistung4,"Am glücklichsten bin ich dann, wenn viele Menschen mich bewundern und das toll finden, was ich mache.",,"trifft nicht zu,trifft eher nicht zu,trifft eher zu,trifft zu",411,2021-08-23 10:59:18,trifft eher nicht zu,0,,
2370,11275,big_five,leistung3,Für mehr Anerkennung würde ich auf vieles verzichten.,,"trifft nicht zu,trifft eher nicht zu,trifft eher zu,trifft zu",411,2021-08-23 10:59:18,trifft eher nicht zu,0,,
2371,11274,big_five,leistung2,Ich habe schon immer ein starkes Bedürfnis nach Anerkennung und Bewunderung verspürt.,,"trifft nicht zu,trifft eher nicht zu,trifft eher zu,trifft zu",411,2021-08-23 10:59:18,trifft zu,0,,
2372,11273,big_five,leistung1,Ich habe schon immer ein starkes Bedürfnis verspürt nach meinen eigenen Maßstäben der Beste zu sein.,,"trifft nicht zu,trifft eher nicht zu,trifft eher zu,trifft zu",411,2021-08-23 10:59:17,trifft zu,0,,
2373,11272,big_five,vertrag10,"Ich komme immer gut mit anderen aus, auch wenn sie nicht meiner Meinung sind.",,"trifft nicht zu,trifft eher nicht zu,trifft eher zu,trifft zu",411,2021-08-23 10:59:17,trifft eher nicht zu,0,,
2374,11271,big_five,vertrag9,Ich kann mich gut in andere Menschen hinein versetzen.,,"trifft nicht zu,trifft eher nicht zu,trifft eher zu,trifft zu",411,2021-08-23 10:59:17,trifft zu,0,,
