,id,participant,question,answer,type,created,tree
126,1507,415,Weitere Anmerkungen zu dem Zielsystem?,Ich fand das spindel ähnliche system cool. Damit hätte man durch gegenüberstellungen und die Platzierung von Zielen interaktionen von Zielen besser darstellen können. ,goalsystem_questions,2021-08-23 12:45:13,
127,1506,415,Was hat dir am wenigsten am Zielsystem gefallen?,"Es hatte für mich keinen ofensichtlichen nutzen ausser einer unötig reduzierten darstellung komplexer zusammenhänge. So konnte ich sich entgegengesetzte ziele (oder zumindest einander behindernde ziele) nicht darstellen, und (für mich) ist die frage nicht ""was möchte ich machen"" sondern ""was kann ich wahrscheinlich opfern"".",goalsystem_questions,2021-08-23 12:45:13,
128,1505,415,Was hat dir besonders an dem Zielsystem gefallen?,Die Offenheit und Anpassbarkeit.,goalsystem_questions,2021-08-23 12:45:13,
129,1504,411,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst Du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 4",2,ranking,2021-08-23 11:14:41,
130,1503,411,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst Du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 3",1,ranking,2021-08-23 11:14:41,
131,1502,411,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst Du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 2",3,ranking,2021-08-23 11:14:41,
132,1501,411,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst Du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 1",4,ranking,2021-08-23 11:14:41,
133,1500,411,Weitere Anmerkungen zu dem Zielsystem?,Darstellung könnte bei sehr vielen Zielen und Unterzielen zu umfangreich und unübersichtlich werden,goalsystem_questions,2021-08-23 11:13:04,
134,1499,411,Was hat dir am wenigsten am Zielsystem gefallen?,Beschränkung der Anzahl der Zeichen,goalsystem_questions,2021-08-23 11:13:04,
135,1498,411,Was hat dir besonders an dem Zielsystem gefallen?,"Einfaches Hinzufügen, Ändern und Löschen von Zielen",goalsystem_questions,2021-08-23 11:13:04,
136,1497,407,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst Du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 4",2,ranking,2021-08-23 09:15:05,
137,1496,407,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst Du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 3",1,ranking,2021-08-23 09:15:05,
138,1495,407,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst Du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 2",4,ranking,2021-08-23 09:15:05,
139,1494,407,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst Du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 1",3,ranking,2021-08-23 09:15:05,
140,1493,407,Weitere Anmerkungen zu dem Zielsystem?,,goalsystem_questions,2021-08-23 09:13:58,
141,1492,407,Was hat dir am wenigsten am Zielsystem gefallen?,,goalsystem_questions,2021-08-23 09:13:58,
142,1491,407,Was hat dir besonders an dem Zielsystem gefallen?,,goalsystem_questions,2021-08-23 09:13:58,
143,1490,401,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst Du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 4",3,ranking,2021-08-22 11:08:33,
144,1489,401,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst Du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 3",4,ranking,2021-08-22 11:08:33,
145,1488,401,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst Du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 2",2,ranking,2021-08-22 11:08:33,
146,1487,401,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst Du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 1",1,ranking,2021-08-22 11:08:33,
147,1486,401,Weitere Anmerkungen zu dem Zielsystem?,,goalsystem_questions,2021-08-22 11:05:46,
148,1485,401,Was hat dir am wenigsten am Zielsystem gefallen?,Nicht genau genug ,goalsystem_questions,2021-08-22 11:05:46,
149,1484,401,Was hat dir besonders an dem Zielsystem gefallen?,Übersichtlichkeit,goalsystem_questions,2021-08-22 11:05:46,
150,1483,393,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst Du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 4",3,ranking,2021-08-19 17:38:28,
151,1482,393,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst Du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 3",4,ranking,2021-08-19 17:38:28,
152,1481,393,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst Du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 2",1,ranking,2021-08-19 17:38:28,
153,1480,393,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst Du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 1",2,ranking,2021-08-19 17:38:28,
154,1479,393,Weitere Anmerkungen zu dem Zielsystem?,,goalsystem_questions,2021-08-19 17:37:11,
155,1478,393,Was hat dir am wenigsten am Zielsystem gefallen?,Es hat mich sehr an einen Kalender erinnert :),goalsystem_questions,2021-08-19 17:37:11,
156,1477,393,Was hat dir besonders an dem Zielsystem gefallen?,Struktur/ gewünschte zu folgende Abfolge wurde klarer,goalsystem_questions,2021-08-19 17:37:11,
157,1476,391,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst Du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 4",1,ranking,2021-08-19 15:26:14,
158,1475,391,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst Du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 3",4,ranking,2021-08-19 15:26:14,
159,1474,391,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst Du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 2",2,ranking,2021-08-19 15:26:14,
160,1473,391,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst Du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 1",3,ranking,2021-08-19 15:26:14,
161,1472,391,Weitere Anmerkungen zu dem Zielsystem?,,goalsystem_questions,2021-08-19 15:25:33,
162,1471,391,Was hat dir am wenigsten am Zielsystem gefallen?,,goalsystem_questions,2021-08-19 15:25:33,
163,1470,391,Was hat dir besonders an dem Zielsystem gefallen?,,goalsystem_questions,2021-08-19 15:25:33,
164,1469,388,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst Du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 4",3,ranking,2021-08-19 13:39:11,
165,1468,388,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst Du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 3",1,ranking,2021-08-19 13:39:11,
166,1467,388,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst Du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 2",4,ranking,2021-08-19 13:39:11,
167,1466,388,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst Du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 1",2,ranking,2021-08-19 13:39:11,
168,1465,388,Weitere Anmerkungen zu dem Zielsystem?,,goalsystem_questions,2021-08-19 13:38:32,
169,1464,388,Was hat dir am wenigsten am Zielsystem gefallen?,,goalsystem_questions,2021-08-19 13:38:32,
170,1463,388,Was hat dir besonders an dem Zielsystem gefallen?,Anschauliche Übersicht,goalsystem_questions,2021-08-19 13:38:32,
171,1462,377,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst Du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 4",4,ranking,2021-08-18 08:11:08,
172,1461,377,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst Du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 3",3,ranking,2021-08-18 08:11:08,
173,1460,377,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst Du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 2",2,ranking,2021-08-18 08:11:08,
174,1459,377,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst Du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 1",1,ranking,2021-08-18 08:11:08,
175,1458,377,Weitere Anmerkungen zu dem Zielsystem?,,goalsystem_questions,2021-08-18 08:10:45,
176,1457,377,Was hat dir am wenigsten am Zielsystem gefallen?,,goalsystem_questions,2021-08-18 08:10:45,
177,1456,377,Was hat dir besonders an dem Zielsystem gefallen?,,goalsystem_questions,2021-08-18 08:10:45,
178,1455,374,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst Du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 4",4,ranking,2021-08-17 19:16:21,
179,1454,374,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst Du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 3",1,ranking,2021-08-17 19:16:21,
180,1453,374,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst Du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 2",2,ranking,2021-08-17 19:16:21,
181,1452,374,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst Du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 1",3,ranking,2021-08-17 19:16:21,
182,1451,374,Weitere Anmerkungen zu dem Zielsystem?,,goalsystem_questions,2021-08-17 19:16:09,
183,1450,374,Was hat dir am wenigsten am Zielsystem gefallen?,,goalsystem_questions,2021-08-17 19:16:09,
184,1449,374,Was hat dir besonders an dem Zielsystem gefallen?,,goalsystem_questions,2021-08-17 19:16:09,
185,1448,371,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst Du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 4",2,ranking,2021-08-17 15:48:10,
186,1447,371,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst Du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 3",4,ranking,2021-08-17 15:48:10,
187,1446,371,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst Du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 2",3,ranking,2021-08-17 15:48:10,
188,1445,371,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst Du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 1",1,ranking,2021-08-17 15:48:10,
189,1444,371,Weitere Anmerkungen zu dem Zielsystem?,,goalsystem_questions,2021-08-17 15:47:32,
190,1443,371,Was hat dir am wenigsten am Zielsystem gefallen?,,goalsystem_questions,2021-08-17 15:47:32,
191,1442,371,Was hat dir besonders an dem Zielsystem gefallen?,,goalsystem_questions,2021-08-17 15:47:32,
192,1441,364,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst Du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 4",4,ranking,2021-08-17 07:37:50,
193,1440,364,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst Du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 3",2,ranking,2021-08-17 07:37:50,
194,1439,364,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst Du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 2",1,ranking,2021-08-17 07:37:50,
195,1438,364,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst Du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 1",3,ranking,2021-08-17 07:37:50,
196,1437,364,Weitere Anmerkungen zu dem Zielsystem?,"Es wäre schön, wenn man die Größe der Kreise nach Wichtigkeit anpassen könnte oder auch äußere Kreise über mehrere innere Kreise  ziehen könnte, wenn es Überlappungen der vorherigen Ziele gibt",goalsystem_questions,2021-08-17 07:37:25,
197,1436,364,Was hat dir am wenigsten am Zielsystem gefallen?,"Dass die unterpunkte in der Auflistung nicht hierarisch geordet waren (z.B. durch Einrückungen), wodurch das Eingeben ein wenig unübersichtlich war",goalsystem_questions,2021-08-17 07:37:25,
198,1435,364,Was hat dir besonders an dem Zielsystem gefallen?,,goalsystem_questions,2021-08-17 07:37:25,
199,1434,362,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst Du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 4",4,ranking,2021-08-16 19:29:01,
200,1433,362,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst Du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 3",1,ranking,2021-08-16 19:29:01,
201,1432,362,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst Du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 2",2,ranking,2021-08-16 19:29:01,
202,1431,362,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst Du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 1",3,ranking,2021-08-16 19:29:01,
203,1430,362,Weitere Anmerkungen zu dem Zielsystem?,Gut umsetzbar,goalsystem_questions,2021-08-16 19:28:39,
204,1429,362,Was hat dir am wenigsten am Zielsystem gefallen?,,goalsystem_questions,2021-08-16 19:28:39,
205,1428,362,Was hat dir besonders an dem Zielsystem gefallen?,"Logischer Aufbau, einfach verständlich",goalsystem_questions,2021-08-16 19:28:39,
206,1427,357,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst Du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 4",3,ranking,2021-08-16 10:02:44,
207,1426,357,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst Du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 3",2,ranking,2021-08-16 10:02:44,
208,1425,357,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst Du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 2",4,ranking,2021-08-16 10:02:44,
209,1424,357,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst Du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 1",1,ranking,2021-08-16 10:02:44,
210,1423,357,Weitere Anmerkungen zu dem Zielsystem?,,goalsystem_questions,2021-08-16 10:02:22,
211,1422,357,Was hat dir am wenigsten am Zielsystem gefallen?,,goalsystem_questions,2021-08-16 10:02:22,
212,1421,357,Was hat dir besonders an dem Zielsystem gefallen?,,goalsystem_questions,2021-08-16 10:02:22,
213,1420,345,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst Du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 4",3,ranking,2021-08-16 07:31:19,
214,1419,345,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst Du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 3",1,ranking,2021-08-16 07:31:19,
215,1418,345,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst Du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 2",2,ranking,2021-08-16 07:31:19,
216,1417,345,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst Du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 1",4,ranking,2021-08-16 07:31:19,
217,1416,345,Weitere Anmerkungen zu dem Zielsystem?,,goalsystem_questions,2021-08-16 07:30:37,
218,1415,345,Was hat dir am wenigsten am Zielsystem gefallen?,Die einzelnen Ziele könnten visuell etwas weiter auseinander dargestellt werden. Teilweise sind die Linien der Kästchen nicht direkt als Abgrenzung zuzuordnen,goalsystem_questions,2021-08-16 07:30:37,
219,1414,345,Was hat dir besonders an dem Zielsystem gefallen?,Einfaches Erstellen,goalsystem_questions,2021-08-16 07:30:37,
220,1413,339,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst Du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 4",4,ranking,2021-08-13 14:59:12,
221,1412,339,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst Du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 3",1,ranking,2021-08-13 14:59:12,
222,1411,339,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst Du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 2",2,ranking,2021-08-13 14:59:12,
223,1410,339,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst Du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 1",3,ranking,2021-08-13 14:59:12,
224,1409,339,Weitere Anmerkungen zu dem Zielsystem?,,goalsystem_questions,2021-08-13 14:58:49,
225,1408,339,Was hat dir am wenigsten am Zielsystem gefallen?,Viel ungenutzter Raum. Visuell sind keine Zusammenhänge zwischen hierarchisch gleichgestellten Blasen erkennbar. Flowcharts oder Bullet Points sind für meine Denkweise besser geeignet.,goalsystem_questions,2021-08-13 14:58:49,
226,1407,339,Was hat dir besonders an dem Zielsystem gefallen?,automatische Visualisierung,goalsystem_questions,2021-08-13 14:58:49,
229,1404,330,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst Du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 4",2,ranking,2021-08-12 07:30:24,
230,1403,330,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst Du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 3",3,ranking,2021-08-12 07:30:24,
231,1402,330,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst Du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 2",1,ranking,2021-08-12 07:30:24,
232,1401,330,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst Du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 1",4,ranking,2021-08-12 07:30:24,
233,1400,330,Weitere Anmerkungen zu dem Zielsystem?,,goalsystem_questions,2021-08-12 07:29:53,
234,1399,330,Was hat dir am wenigsten am Zielsystem gefallen?,,goalsystem_questions,2021-08-12 07:29:53,
235,1398,330,Was hat dir besonders an dem Zielsystem gefallen?,,goalsystem_questions,2021-08-12 07:29:53,
236,1397,323,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst Du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 4",1,ranking,2021-08-11 10:53:12,
237,1396,323,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst Du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 3",2,ranking,2021-08-11 10:53:12,
238,1395,323,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst Du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 2",3,ranking,2021-08-11 10:53:12,
239,1394,323,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst Du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 1",4,ranking,2021-08-11 10:53:12,
240,1393,323,Weitere Anmerkungen zu dem Zielsystem?,,goalsystem_questions,2021-08-11 10:52:18,
241,1392,323,Was hat dir am wenigsten am Zielsystem gefallen?,,goalsystem_questions,2021-08-11 10:52:18,
242,1391,323,Was hat dir besonders an dem Zielsystem gefallen?,,goalsystem_questions,2021-08-11 10:52:18,
243,1390,309,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst Du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 4",4,ranking,2021-08-10 10:58:36,
244,1389,309,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst Du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 3",2,ranking,2021-08-10 10:58:36,
245,1388,309,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst Du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 2",1,ranking,2021-08-10 10:58:36,
246,1387,309,"Bitte betrachte nun dein persönliches Zielsystem in verschiedenen Visualisierungen. Anschließend kannst Du die verschiedenen Visualisierungen gemäß deiner Präferenz, diese zu nutzen, anordnen. (1 – am stärksten präferiert bis 4 – am wenigsten präferiert), condition: 1",3,ranking,2021-08-10 10:58:36,
247,1386,309,Weitere Anmerkungen zu dem Zielsystem?,,goalsystem_questions,2021-08-10 10:57:58,
